loss,id
4340.133,678
1892.136,682
2790.0632,686
2347.2695,688
1270.4188,689
1728.4874,690
11499.384,692
1672.303,695
3921.1274,697
2119.115,698
2759.1143,706
1507.9009,708
2844.304,712
4375.68,715
1337.7904,717
3166.66,725
1110.4775,729
1397.2445,737
5758.6904,739
3434.944,747
2703.11,753
2190.932,758
2255.7104,759
1470.7815,763
4545.941,773
2052.7925,774
1486.6515,776
3259.3374,788
2570.6572,790
990.9314,794
2847.5486,801
1524.8875,802
1249.308,805
5080.4463,809
1673.6373,812
2333.471,825
2261.691,828
1464.1106,830
1219.4614,833
6429.369,850
5897.5015,852
1397.1782,862
1344.435,863
1512.7231,864
3508.0935,865
6656.3506,868
1518.7208,872
4990.9067,879
1460.9332,880
1243.9318,883
1414.9507,886
1713.832,923
1454.3821,924
1341.2186,932
5970.3066,945
6699.9316,947
2103.9055,948
2844.063,955
4297.212,963
1478.9515,979
1451.4801,989
3163.9673,994
1789.6672,995
1331.089,998
4356.5156,1000
1653.0754,1018
1747.8044,1019
1774.2446,1028
1263.9725,1034
1618.2218,1038
1351.3094,1040
1331.6206,1042
7037.552,1057
2273.8064,1058
1034.4243,1063
4552.6035,1066
4213.8423,1071
3988.0903,1073
2915.9954,1074
2712.7,1077
10102.805,1080
869.41833,1088
780.41473,1096
12081.984,1097
5677.3857,1105
1904.7014,1115
3116.1248,1116
2459.4795,1122
5006.062,1130
1038.5746,1133
1847.8545,1137
1941.9619,1140
7641.31,1143
4954.2896,1149
961.9364,1150
762.6271,1153
801.8624,1157
628.796,1180
886.5322,1183
1585.491,1188
1065.58,1193
732.2662,1200
3983.0928,1209
1922.0454,1214
1983.2795,1219
6265.667,1223
848.3645,1227
1546.1089,1228
4715.228,1229
1071.0144,1233
6498.3726,1238
2023.4636,1239
3245.3643,1241
1796.0692,1243
1255.3455,1244
3354.9014,1245
4677.5728,1277
3480.546,1279
11908.614,1292
1434.6371,1293
10704.369,1299
2877.2942,1304
3757.5579,1313
2300.4795,1328
1107.0532,1330
1546.89,1334
1319.866,1335
6035.162,1336
1041.247,1341
1167.8271,1344
824.001,1351
2887.2798,1352
1522.6797,1354
4093.4146,1368
1423.7224,1373
654.764,1375
1627.769,1381
4862.5034,1384
4317.333,1385
5697.627,1388
5186.576,1401
2514.2163,1402
1470.372,1404
1446.7422,1406
1110.4407,1409
1456.6707,1422
2925.0898,1429
5507.858,1433
1055.0582,1438
1174.4037,1444
1114.7625,1446
1105.4967,1450
739.7962,1451
1832.6051,1454
2233.552,1458
3304.691,1461
6019.6914,1464
1015.64453,1465
2096.2,1478
1674.1779,1479
2494.2053,1480
2265.55,1484
950.56665,1486
924.1476,1488
3429.0383,1489
1001.2831,1491
2196.5398,1507
2015.8811,1515
2821.0193,1519
1783.1099,1528
993.59546,1529
2882.5813,1530
1186.7919,1532
1609.9816,1541
3425.9214,1542
1423.4127,1547
1092.7474,1549
2223.3826,1553
2936.0679,1554
1344.5992,1555
1570.1302,1559
1582.166,1565
1115.1613,1568
3289.423,1576
988.00635,1579
909.5504,1592
3196.8013,1596
934.5094,1605
1529.2439,1607
2204.6704,1612
2894.289,1617
2380.1228,1619
8271.405,1620
2650.594,1624
1366.0239,1627
1726.3846,1633
1245.4121,1636
1076.7705,1639
4868.8706,1640
1123.1617,1644
1431.1893,1646
2508.8777,1647
1335.3857,1654
3101.883,1655
6114.6074,1664
2103.4277,1665
5119.6387,1667
1168.334,1669
2047.4097,1678
2116.034,1682
1041.0535,1689
2614.8657,1690
5300.0664,1693
921.6588,1695
2493.0903,1705
2464.445,1706
2054.911,1708
2015.3813,1716
8801.705,1720
1569.8053,1722
4116.8086,1749
1587.6505,1750
5842.168,1751
2778.9587,1760
4121.3477,1763
1425.0895,1770
2105.7642,1777
5740.9756,1785
1214.711,1791
4433.0444,1794
1209.488,1800
1352.8629,1816
1047.2292,1817
3153.8386,1821
1423.7588,1836
1636.3065,1838
1917.6665,1851
2934.2588,1852
2397.4106,1854
815.3357,1856
768.53754,1865
1035.9521,1872
821.43585,1878
905.2147,1880
1378.1619,1881
1879.9011,1882
867.19995,1886
1662.9629,1892
2276.143,1894
2631.6116,1898
2700.4536,1899
1230.4368,1902
3946.354,1903
1127.2831,1906
2529.3767,1910
1724.7704,1911
3333.1287,1914
3024.8445,1929
1411.7303,1932
983.62195,1952
1346.1578,1959
1818.1552,1960
3765.851,1976
2972.003,1980
1901.1667,1981
2230.3074,1987
1597.2883,1994
891.31604,2000
2333.401,2008
2294.62,2011
5011.984,2012
1725.0183,2019
3562.9475,2022
7291.948,2024
885.7803,2028
3738.0706,2030
7093.892,2031
1701.8936,2047
674.5907,2049
1504.0361,2050
4424.3745,2051
1715.3137,2056
1010.1012,2057
2284.2253,2059
3635.848,2069
1886.7,2085
935.39795,2089
1499.7552,2090
2690.7483,2101
2735.683,2114
1354.0466,2115
1231.3054,2118
2272.7686,2119
1508.507,2125
3177.3396,2128
1555.0372,2129
1644.1548,2132
2326.3115,2133
756.4731,2135
1762.8577,2136
1248.6006,2143
1142.834,2144
2553.245,2145
2379.8953,2152
3558.0845,2160
1551.84,2166
1128.841,2169
1545.5928,2170
1644.0238,2172
1724.5896,2181
1698.895,2183
2914.2307,2185
2399.6226,2188
2166.7473,2189
4878.1943,2194
1456.3625,2202
2828.372,2208
1924.3447,2227
5147.268,2230
2451.2202,2235
1647.5955,2236
7420.067,2244
1466.55,2248
1351.0662,2252
1586.5708,2254
5491.855,2260
1909.9558,2263
1511.6349,2274
971.6355,2277
6428.5093,2279
11768.56,2280
2848.9556,2283
778.1766,2284
3099.5347,2288
1974.6494,2292
5326.445,2295
1242.2595,2296
2569.4011,2299
5134.799,2315
1589.1173,2318
10435.509,2329
1545.2998,2337
1012.0929,2340
1659.717,2342
2672.7583,2347
4284.2695,2349
1273.7418,2354
2376.8596,2361
1583.5143,2370
3120.422,2378
3937.064,2382
1404.4589,2387
2036.771,2389
1386.6565,2394
2134.1108,2396
2580.296,2400
2658.7776,2407
1127.08,2414
1871.4517,2415
2176.8367,2421
1548.366,2427
2358.9749,2428
2649.401,2430
2354.1194,2435
6027.508,2445
1669.3627,2446
1312.1138,2447
2005.906,2449
1749.2855,2451
14564.351,2458
10763.347,2462
2829.6921,2463
2094.8186,2467
5925.699,2471
2747.6172,2475
3261.5747,2478
4074.776,2483
1102.9196,2485
1115.8951,2487
720.9543,2494
1819.4191,2497
1493.1359,2499
1522.4242,2503
2897.9268,2513
1955.4875,2515
1758.7559,2522
1408.8694,2523
2769.1538,2528
4912.686,2532
1116.5472,2536
1575.3788,2538
979.0845,2539
2519.371,2540
5302.5166,2545
1062.3699,2548
943.33826,2549
2554.6018,2553
1775.8655,2563
2056.803,2566
1462.7153,2574
2631.8774,2575
2804.3523,2584
2241.8608,2588
961.4822,2589
1544.2065,2592
1444.5773,2596
1603.6456,2598
918.91675,2602
1530.0332,2603
2544.5913,2607
1452.0164,2609
5712.968,2611
1633.2567,2627
1852.7144,2628
3244.0107,2630
2219.765,2633
6997.5737,2636
979.3544,2640
1212.6025,2641
4679.7925,2657
983.20605,2659
1074.6858,2662
1854.2507,2663
2125.5432,2667
895.92175,2670
2275.5327,2682
3271.0093,2694
6230.137,2699
2728.572,2700
5332.3667,2703
2143.1748,2708
936.8596,2714
682.2929,2725
1274.0194,2726
1338.6919,2727
2114.3594,2732
5398.579,2733
5336.04,2736
2022.0403,2745
1330.97,2760
1967.0134,2764
6639.3774,2765
598.1365,2766
2189.2498,2775
1647.5725,2783
1144.821,2784
2215.9766,2786
1305.1466,2801
1777.119,2803
5334.916,2813
7399.732,2815
1667.2078,2816
3043.7644,2818
2259.9436,2819
1329.0162,2822
1656.9187,2825
1509.8623,2826
1637.602,2830
1295.7604,2834
4740.9927,2835
2628.184,2856
5838.516,2873
5194.3643,2886
3166.2844,2892
937.45996,2896
1068.973,2897
2099.5002,2899
1058.6044,2901
5254.403,2909
3414.3833,2914
1234.6665,2915
2492.5151,2916
866.3611,2919
2412.3396,2926
1851.7388,2927
1556.3617,2933
3025.8286,2934
1769.3593,2941
1750.3668,2942
2525.2827,2946
1694.637,2949
1641.4519,2952
9422.824,2957
1890.2661,2962
964.09204,2963
1913.1465,2965
6059.0884,2966
2129.5,2971
684.81445,2975
1115.5638,2979
9287.488,2985
2487.3806,2995
1373.7965,2996
3211.049,3001
2450.3254,3007
866.09973,3008
3427.056,3014
10591.091,3017
1358.4813,3021
2406.3037,3025
1003.121,3026
2383.9346,3034
2508.5962,3035
2833.8325,3044
3146.9849,3046
5522.6943,3047
3351.1404,3057
6334.9673,3059
3841.2212,3063
1338.6544,3065
2399.5803,3067
1400.8518,3069
3386.769,3076
1219.8209,3086
2196.7534,3088
1899.7585,3090
2932.699,3096
1127.1768,3100
2020.0671,3102
2237.9004,3103
1071.9099,3107
1181.5433,3118
4416.4873,3120
2011.6692,3123
1184.5737,3128
1591.4452,3132
1671.4408,3140
2538.4329,3152
3060.4783,3165
1683.8914,3183
1077.2017,3190
1853.3694,3197
1333.1646,3201
1774.966,3203
2458.0825,3214
2152.7563,3219
1420.8408,3220
4232.7705,3221
1559.11,3229
1095.278,3234
3396.346,3235
1807.8998,3240
1490.4987,3241
1880.2058,3249
906.6511,3254
4137.3467,3264
1952.1558,3266
873.9281,3270
1994.0361,3282
1767.969,3285
1239.6849,3289
1570.3834,3291
2120.583,3295
853.28796,3299
1506.976,3302
5746.5474,3303
3333.4993,3308
3844.6182,3309
2262.0278,3324
5862.6704,3327
3939.274,3330
1331.5695,3335
1803.4382,3339
2575.5803,3340
1509.2965,3343
2933.2756,3350
1730.0956,3353
7989.2544,3356
3368.8557,3361
1047.7974,3368
1438.179,3376
1119.376,3381
2389.2703,3383
2811.2969,3397
2230.3943,3403
1849.0403,3405
1488.2472,3410
2194.2393,3412
2702.5205,3416
1717.4658,3417
2754.0264,3423
6191.3027,3427
3273.4663,3435
1201.3142,3439
2359.1616,3441
1474.5692,3450
963.21924,3453
1303.0875,3454
8251.482,3458
1602.3724,3459
3385.196,3467
5200.16,3469
1177.8828,3477
8191.3037,3478
925.2373,3482
5281.8115,3484
2405.961,3506
6980.9,3515
3182.584,3522
1530.525,3523
1328.3915,3526
1572.6279,3532
1828.6506,3534
1121.6383,3537
1009.2366,3539
4762.4224,3542
1212.8619,3545
1703.3842,3552
1315.0801,3554
1972.1362,3573
1195.6155,3576
2710.584,3577
1653.7639,3580
1062.4795,3583
1571.9147,3584
1170.5281,3609
5280.646,3613
2144.0623,3623
3690.7769,3624
7924.9985,3638
2160.6836,3642
2486.3865,3643
1469.1864,3647
1906.773,3653
4291.79,3654
1605.29,3656
808.03687,3658
3704.839,3659
6422.3423,3663
3036.6572,3664
862.12427,3666
1455.273,3681
2648.7244,3689
3041.1484,3694
1489.4857,3695
1428.0974,3699
2378.6948,3701
3511.6458,3704
1178.8917,3721
3891.5415,3726
2649.0137,3727
2706.0408,3729
3731.3462,3731
1419.1553,3738
2644.6384,3740
1945.1284,3744
1029.7185,3757
927.88184,3758
1647.051,3778
3727.861,3781
5740.1367,3790
1398.561,3796
7130.5513,3798
1203.6522,3804
1142.8948,3813
1148.1667,3814
2698.5664,3815
2130.92,3818
2846.9937,3823
7405.1333,3826
1624.3654,3831
3677.4307,3834
2644.13,3835
2352.4966,3849
2368.176,3850
2492.7988,3855
2633.243,3864
2061.0447,3867
1226.2686,3871
1740.6243,3879
2423.2043,3880
3709.5415,3882
9253.961,3884
1683.5752,3893
1593.5487,3895
2836.1191,3901
1037.7079,3903
1565.4089,3913
2109.567,3921
2511.4016,3929
831.6854,3947
1933.3499,3962
1005.4208,3963
1713.1669,3966
1692.4067,3975
6542.435,3976
2947.7056,3977
1206.265,3978
932.2827,3979
1880.2593,3983
802.54486,3985
8833.835,3989
1949.3406,3992
2246.4143,3995
2351.6436,4008
2010.5042,4013
1702.3552,4029
3353.3694,4035
2232.0103,4040
860.90894,4048
2156.029,4060
1332.6456,4066
859.98914,4075
2468.6526,4079
1160.6493,4083
1792.8291,4091
6031.1377,4092
2865.2473,4093
2956.73,4098
1557.1323,4108
906.6465,4109
2842.8962,4110
2082.6946,4116
1774.7776,4129
4310.5356,4130
2133.1763,4140
1586.1006,4146
3814.3943,4150
8333.94,4151
1443.7274,4153
6105.388,4169
2079.2314,4170
1580.2439,4179
4001.8447,4183
3192.997,4188
1531.9795,4190
1561.645,4193
7712.8403,4201
1242.4811,4205
2357.5732,4210
2015.5125,4226
1825.885,4229
2869.893,4241
1287.1544,4242
3468.327,4257
725.1757,4258
2503.4207,4260
5377.1353,4263
829.03235,4267
2089.3396,4273
1810.9371,4274
1247.58,4277
1501.7965,4281
4879.2163,4283
2730.666,4293
1452.7437,4294
3561.3042,4305
3035.8054,4307
1621.3744,4318
2283.2944,4325
4640.0493,4327
2741.9414,4332
4219.693,4335
4163.106,4336
755.0548,4337
4042.877,4339
1377.5155,4343
945.1044,4346
1680.15,4348
4037.5146,4350
2288.3748,4358
1878.9167,4359
1912.9128,4363
4258.522,4366
995.5383,4374
2223.2383,4375
1129.58,4377
3057.0193,4393
2305.858,4395
1006.671,4400
6109.659,4402
7280.896,4404
2341.921,4415
2224.838,4418
1517.0554,4422
1354.4906,4430
2021.8176,4432
1171.0072,4433
5627.8613,4435
2039.2329,4438
1979.9226,4444
2049.0027,4447
5124.8667,4451
1992.5991,4452
1409.7955,4457
3538.0034,4459
1377.1674,4469
8780.945,4471
1182.5615,4486
2490.486,4488
1374.7611,4510
946.9673,4515
3886.2305,4527
1075.3041,4530
855.39294,4534
4057.8667,4535
1302.1632,4536
2900.584,4548
1606.0176,4549
5155.9697,4551
2449.9993,4556
771.23285,4559
1352.7356,4564
4099.8438,4570
7381.6343,4575
3095.28,4584
2888.652,4585
1864.3442,4591
2827.5923,4592
1990.1833,4593
1160.842,4594
1134.1793,4598
2498.291,4607
1036.7747,4608
2321.3147,4620
3356.78,4621
2737.4502,4625
2717.6917,4635
5171.218,4638
2662.6409,4652
2792.648,4657
2135.0571,4658
5729.5923,4666
1408.8234,4672
2861.978,4676
1133.9115,4680
6037.4043,4681
3220.7732,4683
1113.8562,4684
2576.9014,4689
2643.9062,4690
1840.8057,4692
1891.8186,4697
1910.0986,4700
16044.845,4705
1916.5288,4721
1975.2178,4726
950.548,4729
4630.2734,4731
2178.8787,4736
1800.3588,4739
1807.9084,4740
1118.9702,4753
2505.8142,4754
5140.3267,4755
1080.0378,4756
1725.1018,4759
1327.3584,4764
2761.4404,4771
1679.8506,4772
856.02625,4776
2846.944,4780
1575.2942,4784
1380.5236,4786
3319.3508,4787
1023.02454,4789
1962.9036,4794
1771.0277,4800
2774.0012,4807
7968.0083,4813
2436.6062,4818
9424.881,4823
1780.3354,4824
2442.3137,4829
943.14417,4830
2457.009,4835
1690.3162,4844
1623.8286,4845
2405.8367,4846
848.25195,4847
2549.472,4854
3247.9348,4857
970.6465,4861
1332.1421,4863
2833.7197,4866
3875.8933,4869
1409.9775,4871
2071.631,4872
2646.959,4875
9690.098,4877
1001.0637,4878
1798.9952,4885
1504.6416,4886
3785.8823,4888
1203.6957,4890
1118.3213,4896
2350.8027,4899
743.82367,4913
2113.7258,4916
3846.7825,4920
2707.201,4925
2015.9888,4934
2563.4504,4941
1678.0265,4946
2917.44,4954
1314.9327,4956
5151.1245,4958
1214.0751,4965
1204.4824,4966
2504.9048,4970
1898.6404,4977
2519.2012,4980
1745.4004,4984
941.0404,4995
2745.5671,4997
2217.4412,4999
3511.9927,5005
1614.0632,5011
2324.3486,5015
2543.3955,5016
2802.462,5019
2103.0984,5024
2007.4463,5030
1553.4379,5031
1923.977,5034
11040.645,5047
2359.921,5048
1261.093,5052
1992.4299,5061
22023.898,5062
3486.7605,5067
4623.4146,5068
1421.2861,5077
1983.7063,5079
2953.7542,5090
2255.7258,5094
1994.9048,5103
903.6316,5104
2056.3176,5106
2082.54,5107
1200.6528,5110
1679.6184,5114
4168.3604,5116
5651.7314,5121
3030.4958,5122
971.2931,5124
3901.5352,5132
1772.7126,5133
1982.449,5138
2400.6963,5143
1519.6742,5153
1958.3313,5154
835.93176,5155
1752.7389,5160
4154.111,5169
3523.4873,5172
3066.8276,5173
988.9403,5179
2903.0007,5182
1130.5719,5187
2765.9204,5192
1314.4843,5211
3390.7048,5213
949.6886,5219
2643.8289,5225
1085.2286,5226
4441.314,5227
1965.9636,5228
3375.1443,5239
1475.6531,5241
2176.986,5244
3803.2615,5248
1195.1057,5260
1135.1581,5266
1905.645,5273
7291.148,5280
4039.3418,5298
1081.588,5300
3299.4272,5306
1182.4679,5307
4597.6504,5311
1162.6426,5316
801.0473,5323
1669.5178,5332
1743.1985,5336
1053.1166,5338
3093.5205,5342
1241.5273,5347
3878.2573,5355
1965.5208,5357
1455.0331,5362
1217.9326,5363
978.6753,5364
2097.789,5366
4735.868,5374
732.8629,5375
2770.1675,5379
2624.16,5380
816.7771,5383
1575.5295,5385
2069.681,5390
4606.196,5393
2074.1118,5398
2659.1553,5411
903.3865,5414
1443.9171,5429
9478.146,5432
1189.4905,5436
4682.1895,5437
1162.5264,5439
3442.4326,5440
1378.1265,5449
1273.8226,5458
916.0873,5460
1182.5728,5462
2047.5833,5463
2502.837,5465
3587.379,5467
2703.7927,5475
1932.2839,5483
1343.7473,5485
1693.6091,5489
2657.013,5493
759.692,5497
1414.0615,5501
1317.1818,5506
1478.5977,5507
2944.732,5510
4441.376,5524
1247.8789,5531
3719.2922,5542
1898.9907,5543
4282.773,5544
1771.8888,5552
2390.609,5560
3686.16,5563
2735.6216,5573
1049.3708,5579
3060.7798,5584
9154.572,5585
1490.2512,5594
1999.3406,5595
1796.8088,5597
1431.653,5598
1595.5648,5604
1479.0051,5606
1113.4747,5610
4496.311,5615
1299.8114,5631
1432.9723,5637
1602.9467,5646
3134.0347,5656
10871.389,5658
1571.1577,5666
2422.7603,5668
1395.5728,5673
1252.7274,5680
2598.9946,5691
7213.751,5692
2077.7942,5693
3555.6338,5697
1688.6296,5698
1927.7815,5700
2102.3923,5704
1861.7136,5705
1001.46985,5707
959.10864,5710
880.3606,5716
1611.1617,5720
2244.523,5722
1976.7722,5727
1381.3044,5733
2356.371,5737
3870.001,5742
984.4581,5747
3028.888,5760
1421.832,5774
4824.913,5788
1804.6968,5796
1390.7655,5797
2444.6558,5800
1491.1041,5812
1052.0731,5814
1177.1235,5818
3205.809,5819
5011.059,5823
2444.3293,5826
1694.551,5830
1471.5337,5831
2541.1948,5846
2195.2202,5864
681.91144,5869
3453.6038,5870
1432.6904,5879
9473.486,5883
1233.299,5886
4775.0693,5889
2119.3384,5904
1059.3235,5905
3180.7234,5910
2100.2163,5911
1737.8354,5914
1672.5084,5915
1140.9406,5920
1811.7946,5925
1584.8108,5926
2428.7188,5934
2982.0317,5939
1074.1675,5941
1011.28467,5943
3230.1062,5949
1729.7605,5961
4420.531,5965
2506.635,5966
740.3539,5969
2460.4282,5970
3075.6501,5978
2614.851,5979
1366.2681,5983
6086.529,5985
1231.7437,5989
1511.3632,5997
2156.2244,6004
3999.8735,6010
1447.1012,6013
1601.4762,6019
1231.8514,6020
1128.4487,6032
4500.335,6036
5321.261,6037
1762.5403,6039
1834.2805,6050
1547.01,6051
4418.751,6053
1701.8029,6057
1310.8842,6059
4153.7583,6067
1488.5298,6068
1547.9049,6075
860.65344,6078
4851.2666,6079
3598.02,6080
4434.7104,6082
1206.6587,6084
2720.8557,6091
1315.4855,6092
5009.5635,6093
1715.5156,6096
1701.6251,6102
1662.9052,6105
1638.9133,6116
875.05786,6122
1004.146,6126
4111.6655,6131
5205.5137,6140
1254.7626,6141
924.04895,6146
2294.1516,6147
2903.936,6157
2307.657,6162
2231.5327,6163
2075.3005,6165
6362.4404,6170
1849.2358,6208
4080.3242,6216
1686.222,6218
2588.489,6223
2044.2378,6224
1832.672,6227
9739.285,6240
1550.8871,6241
1244.7533,6246
4015.7402,6248
1231.3442,6249
1597.17,6255
3128.5195,6261
7232.001,6262
1603.4574,6269
2238.0552,6271
2679.2422,6278
1665.837,6284
1529.6068,6285
1105.925,6287
2295.0151,6288
2157.0942,6291
960.281,6296
3211.0847,6297
1756.8364,6304
2960.7095,6309
948.4153,6310
2492.5369,6311
1156.0817,6316
1484.5602,6319
9393.101,6332
6583.804,6335
1263.0012,6336
1053.1888,6341
1242.2197,6359
1688.734,6369
747.39886,6375
3037.9849,6378
3435.01,6380
9212.13,6385
8165.95,6387
2661.6594,6391
748.3792,6392
2499.9385,6393
861.79504,6400
2779.1064,6411
1990.1697,6415
2342.7573,6416
2684.4133,6419
1335.7562,6421
2378.1943,6432
1624.1113,6438
925.005,6444
1562.6643,6445
1297.4067,6446
8228.333,6448
1333.4358,6452
1757.0894,6459
3896.2031,6470
881.23267,6475
2394.2742,6484
2401.666,6492
1744.4897,6502
1260.3032,6505
1861.0198,6506
2076.222,6513
3066.027,6514
4408.1387,6524
682.0258,6525
1573.5808,6528
9239.178,6529
1890.6191,6531
1713.989,6538
3605.8953,6541
2756.8208,6546
821.0755,6553
733.8046,6563
1849.1821,6567
5603.845,6586
2323.612,6588
4218.517,6589
3768.4502,6591
1292.1836,6596
1601.5922,6607
9321.515,6613
1930.158,6615
1239.107,6625
3454.4958,6629
2516.577,6630
1394.8988,6632
927.24255,6640
2690.6353,6645
2220.888,6648
1683.4135,6656
2499.8665,6658
1491.23,6661
2119.856,6663
3097.361,6665
1719.2632,6673
1807.0267,6676
1238.2866,6681
1569.3699,6683
878.73193,6684
1217.9995,6695
1631.0962,6697
2742.3975,6700
1128.6876,6702
1344.9948,6703
3374.319,6704
4274.7686,6712
4501.3213,6716
1209.1823,6723
3731.2751,6733
2199.2976,6734
3533.0588,6739
642.41785,6743
1641.9218,6746
1255.4253,6756
1480.6785,6758
986.44556,6765
2132.4731,6772
3516.0376,6776
1708.6455,6777
2993.2493,6784
1446.8059,6785
1602.993,6788
1870.5322,6790
1149.3483,6792
1265.9886,6797
2403.565,6802
1038.5563,6806
912.18677,6808
3228.1506,6809
1806.4095,6810
1283.2211,6814
2644.1177,6815
932.6926,6819
2770.033,6824
1793.1512,6830
4481.0903,6835
1697.3645,6838
5578.567,6845
1080.522,6846
2784.0186,6847
6090.061,6848
3446.8782,6849
8781.511,6864
1380.1173,6869
1641.6038,6870
1483.0996,6876
2080.063,6878
8141.962,6890
4010.9185,6892
1201.0156,6899
1190.4589,6906
1323.8164,6908
2663.0435,6912
1004.7577,6913
1211.7421,6925
1754.9358,6932
1411.3353,6935
1393.944,6939
2295.9255,6946
957.3662,6950
1146.5201,6963
4733.3223,6972
860.4734,6974
3181.7068,6978
700.14514,6979
2591.8313,6985
3933.712,6989
978.1134,7005
1714.7056,7007
4640.331,7009
738.1526,7015
3108.3794,7036
2995.5156,7047
1012.3843,7049
3366.3516,7054
7100.747,7056
952.2709,7058
1245.8408,7061
1116.7607,7064
1712.7847,7066
765.00635,7069
1438.3219,7085
7570.226,7086
1254.7224,7096
9567.3545,7103
1745.9515,7122
3643.8528,7125
971.15015,7126
1299.918,7130
5996.4946,7134
1004.19824,7135
3613.3396,7140
1144.4075,7145
2273.6672,7148
5515.98,7151
4638.176,7156
1516.489,7157
2301.2285,7161
2206.6309,7163
1149.5857,7168
6237.543,7170
815.22144,7174
7567.959,7175
791.1101,7199
5253.456,7200
2324.7002,7203
1627.2087,7209
9055.416,7210
1243.5607,7215
3554.5918,7240
1759.0006,7241
1955.9285,7248
3962.5425,7253
3200.8076,7260
1538.9117,7262
3258.7502,7264
2573.3074,7265
5712.9565,7267
5311.681,7268
2502.4502,7269
2059.327,7270
842.08765,7271
4675.6104,7274
754.2313,7289
2783.2673,7292
2979.1685,7293
610.8425,7294
4770.512,7296
1261.2087,7298
1674.792,7299
4975.331,7304
1472.4155,7305
2278.437,7308
2286.247,7309
1430.7787,7310
2624.5237,7311
1840.8358,7312
1392.6403,7317
7742.697,7319
3382.3318,7320
5175.9736,7329
4289.8584,7330
3463.733,7331
1034.2236,7336
2883.9075,7353
3316.023,7358
3595.8982,7363
4675.0244,7365
1070.5914,7366
3366.3108,7374
1552.9832,7377
2988.2102,7378
2127.6724,7382
2806.2927,7388
2780.5657,7398
1922.5789,7400
1787.0835,7411
2614.3733,7426
5735.267,7434
760.3233,7436
1156.2472,7442
1656.1088,7443
1840.6451,7464
2584.2932,7470
910.42053,7476
1086.9801,7478
1422.0848,7479
2185.1724,7480
1741.5221,7487
2779.0808,7495
1609.6035,7498
6081.902,7507
5694.242,7525
1223.8297,7527
1308.5172,7528
934.15295,7533
3514.7124,7535
628.72406,7536
2904.472,7537
1355.3678,7544
2024.175,7552
2454.8486,7553
2023.346,7554
1600.8716,7555
5962.0093,7556
2074.1748,7560
3602.2676,7564
1282.9481,7570
1186.5188,7571
1145.7762,7573
1526.3003,7574
1185.1787,7575
1193.4702,7592
3877.223,7595
1706.2826,7596
2577.6416,7601
1612.0731,7608
1111.9111,7610
2206.4197,7613
2976.7317,7623
1120.4849,7630
1062.1912,7638
748.59814,7643
3043.0654,7647
904.0491,7671
1692.4591,7672
1804.6069,7676
890.7433,7682
3251.3364,7689
1640.1914,7691
2725.7832,7695
2190.9033,7705
4270.738,7707
1843.2672,7709
8761.336,7710
2737.5889,7714
4411.075,7716
2383.3296,7717
2081.8174,7718
1813.2946,7719
1253.8085,7720
2107.7935,7723
3714.955,7727
1757.7893,7728
